-1.37788314,-2.00251151
-1.79581765,-13.25743993
-0.69027145,6.68038250
-1.20750488,-1.62772267
0.83731466,-1.80469855
-0.58760793,1.12359876
-0.82332195,-3.34988465
-0.23272501,7.47513853
0.75261475,8.12606014
-1.62843908,-17.64783997
0.26793811,-3.18816423
-1.41265592,0.84833446
-0.40277741,8.28719765
0.76176448,1.53894163
-1.49677848,-14.78022707
-1.81016896,-11.28405183
0.53667946,7.32050695
0.88214506,-0.88575320
-0.34920967,-4.54521369
-0.82065645,7.40012724
1.44344121,1.35371192
-1.34515545,-6.73495165
-0.05868114,-1.01491916
1.54316134,-10.90646761
0.98750761,4.45133357
-0.18585216,1.50213883
0.54167262,6.86525151
1.46315364,5.15725624
-0.96899444,-5.49926411
1.70228349,7.67609691
0.71746054,-6.35162378
0.53436716,0.68831793
-1.22025052,-10.68468724
1.63079238,7.34822393
1.83783894,6.65613042
-1.92320206,-25.05323372
-0.31467573,-2.30474566
-0.35690865,6.44375654
-0.98866450,-4.09853476
-1.17004486,-8.92215368
-1.07847322,2.97599252
-1.40537891,-9.55906905
-0.73531196,2.03802755
1.53575796,3.20466346
-1.77121335,-11.82600597
-1.42774934,-6.34561322
0.40092040,-0.25837951
-0.57512730,-2.28524084
1.25016492,3.61973280
-1.54334201,-8.90744884
0.01754309,6.98985479
-1.49383656,0.40852121
-0.57177181,8.23184513
-0.71264686,-9.12746202
0.28146566,1.93118960
-1.77773521,-11.50063309
-1.33419813,-3.19823225
1.27386910,-1.36540722
-1.72192755,-16.02894050
-1.58656975,-13.87703703
1.05862945,3.66472724
-1.26898107,-4.08601623
0.15864713,-2.46963619
1.20631686,-3.20989797
1.26215179,3.27172194
1.39062256,3.62916764
1.12233615,5.75472623
-0.03326492,0.39714649
1.97703178,26.89458832
0.00613538,5.34641425
-1.34354959,-3.06457218
-0.62178742,2.86010826
0.86506553,-3.44582782
-0.22861711,-1.72142021
1.95289560,21.68676301
0.54680724,-6.47509393
-1.27513703,-0.08664491
-0.95903924,-3.50172652
-1.33851019,-4.93810934
1.50015302,0.12952905
1.72636051,0.58725469
0.87428798,1.62438435
1.04404771,0.67385032
-1.58134513,-7.09345841
-1.22685412,-0.61092967
1.72835620,6.19007394
1.28830843,-5.47161143
1.79328618,1.57393811
-1.91483364,-22.31786417
-0.21057588,8.07415874
-1.00496043,-1.73739494
-0.37890045,-2.93498695
0.71775244,-3.49752992
-0.10505894,9.59159060
0.36963709,-2.20371161
0.04430318,1.00349902
-1.42266238,-15.53185176
1.24447435,-2.28646165
1.51111888,-4.19079911
-0.08581789,-0.50868687
1.96893992,15.73853024
-0.60357607,0.95474508
1.01235488,3.42511127
-1.05700957,-4.22120589
0.50229745,-0.95911015
0.47130870,-3.20902492
0.23043871,4.53311490
1.40158924,3.35273623
-1.42597802,-5.18319192
-0.21840712,4.52420435
-0.47621900,4.30150898
1.94308506,19.61947450
0.73041731,-4.46989001
0.38480377,2.27952549
0.51341229,2.25945736
1.49296717,-0.28203341
-1.18592661,-3.50807220
-1.78727869,-22.38839213
-0.53114958,8.30711983
0.74031062,2.87043159
-1.08908222,-10.17590610
-1.71032106,-11.31735003
1.52198542,2.16749537
1.04314716,-1.62512499
-1.23869981,-0.83589713
1.59196641,-2.42519336
-0.58162155,-1.70399378
0.00773471,3.12964194
-0.69979574,3.47908189
1.26175111,-3.60522458
-1.55330483,-4.98101432
-0.29633320,0.02252238
-0.81324867,-3.99775448
-1.39781102,0.46912750
0.78155013,1.24297236
1.84681438,12.07877439
-1.47796566,-11.88032792
-1.36414037,-5.70025044
-0.15431925,-1.34139158
0.49919949,3.54284600
1.98858363,25.95430916
-0.98558334,0.13217459
-0.58675630,0.51411491
-1.35668258,-5.98008395
1.86945563,10.59335786
-0.77238030,-2.80217184
-1.77940433,-15.75610893
-0.17243310,3.69881863
-0.72549809,-0.68549095
-0.44849108,9.68099590
1.39357364,2.79225834
-1.56333167,-6.77458696
-1.91121963,-17.25451741
0.67287325,-1.29298140
-1.85232966,-15.85232884
1.87412557,13.12051300
-0.83381887,-2.98783855
1.83171848,-1.64332138
-1.89391765,-30.95560543
0.99594214,-10.22998147
0.55818566,-8.90335201
-1.96372477,-33.73343233
-0.41655073,-2.58749158
0.35590516,1.88452336
-0.66417212,0.94246241
-0.22205611,2.36081783
-0.14705761,10.00484029
1.62106561,4.30331982
1.70854376,-0.48145779
-1.30666272,-6.75225035
0.37635669,-3.73232922
0.19052000,-3.23345222
-1.31792554,-5.00381021
0.91841703,-4.43398289
-0.06576766,-0.65908783
0.71029019,2.12066705
-0.57223842,-0.56208961
-0.07237706,4.70505345
0.31352893,-2.28558162
1.73866374,5.57968164
0.40456763,2.45201050
-1.52796715,-3.23540849
1.13196350,1.76800733
1.66733887,0.03135370
0.79489438,5.94405970
1.76523748,7.89325662
1.73462069,5.28993065
-0.61096941,-3.13171520
-0.60676132,-3.29014276
-1.35749885,-0.89503115
-1.29399455,-12.10062335
-0.97990377,-6.28686887
1.30008046,2.55469527
-1.18971469,-5.68034306
0.78539797,2.98870632
1.81309658,2.42452358
-1.91922993,-27.28448710
-1.07505781,-5.58726376
0.04119566,8.63269928
1.99748241,26.31790402
