2.05555002,1.37955345
-2.32345825,-1.10294927
-1.19992473,-3.51165522
-8.69353646,-9.16385154
-2.82703185,-2.97775238
10.39103101,10.07829734
1.17589861,2.63373110
-4.89039995,-2.84152168
-0.90515382,-1.47706392
-3.52369621,-3.59174312
4.47938594,4.78160148
6.89733700,7.09955030
7.71131337,8.57252025
-2.70863318,-1.52972665
1.59355064,1.42272479
-2.19662068,-2.94856400
-5.13739018,-5.67537144
-5.87818371,-3.87957251
6.82589580,6.32721822
-2.73037041,-1.77121516
3.49647802,5.94496002
0.17723723,0.25278577
3.75481120,5.41482727
0.04954701,0.64377019
-1.71729094,-0.59824242
0.95936656,1.21481404
-3.79258129,-4.07116540
4.27000041,4.30103206
1.56194828,1.41619493
3.31467469,2.58852772
2.22866809,2.96391880
5.27798684,5.74665279
8.61977689,7.02004156
3.24150882,2.77074600
2.62279520,0.81609469
0.06572314,-0.74949665
0.47293138,-0.02720360
-1.36681384,-1.12984630
-3.71987832,-4.27683052
7.33316392,8.38038376
-6.29930866,-5.88494965
-4.44917175,-3.34622933
1.28890564,-0.48917212
5.74404623,6.19899498
1.54187053,2.53881167
-8.58059985,-7.81186908
-3.98718042,-3.85936534
-5.37738979,-6.70669915
-0.21812443,0.95773925
-0.21938012,0.19660878
0.97891249,-0.53051071
-5.18036639,-6.75468479
-3.57511333,-4.84031617
-2.77555947,-2.97061050
3.59376152,4.10917328
8.55300782,7.24481539
1.70747698,1.96263200
7.68662968,7.42839760
-4.98333335,-4.47392178
-1.56428961,-1.14574980
-0.05528392,1.32174649
1.71664125,2.38006828
-0.92363833,-1.04177925
3.96427215,2.68173252
-3.73371593,-4.86845615
5.16288691,2.62376750
-0.27286909,-1.19151287
-2.19423978,-2.14932247
-5.82929870,-6.00536006
1.30344748,1.65788613
-0.93445417,-1.20742738
-2.22006449,-1.52970287
-10.14660749,-12.71901434
-3.73067382,-2.37196926
-2.29047637,-1.11928761
-1.26517839,-2.79317816
-3.35207840,-2.88134206
-5.94976164,-5.15973007
1.05505601,1.83339590
-0.42423512,0.22904841
4.44251698,5.76087791
-4.70060387,-4.28516040
3.27386446,2.33827028
1.15897017,2.53689379
2.75837444,1.10208334
4.38835001,3.40031711
-1.74523513,-2.13823138
1.87088912,2.48407867
2.96873149,2.30374628
-5.25234761,-4.87460968
5.40736161,3.07687964
-5.95634738,-6.66312101
0.13950934,0.39523214
4.56254421,4.16525896
3.31077735,2.02190876
0.74960813,1.21239194
-4.13928944,-3.63086639
-5.42260166,-4.56417591
-0.49091442,0.31362251
6.56991017,5.63382899
-2.78099989,-2.06932382
2.54711035,0.70829492
-5.45639386,-5.58478221
5.23466601,6.44377409
-1.90554360,-3.10001488
-0.15728881,0.68381451
-0.03125022,0.66053304
2.46809941,1.94775734
-1.14203771,-1.86237348
4.64849179,4.90627545
2.91381114,2.46827845
-0.82488094,-1.14758687
0.79431084,-0.50010806
-4.28170077,-3.02856566
0.32013728,1.68098476
-0.70747964,-0.19501515
-0.83832216,-1.61759399
-4.44890195,-3.00799315
-3.06966686,-2.78282709
-0.00124084,0.19904234
-5.17337628,-6.48544606
-0.25967676,0.87294734
-0.36402031,-1.30335819
-6.59285846,-7.37713117
-2.96314887,-3.12605929
-4.58199402,-6.81875049
0.12142347,-1.23828113
-6.33452157,-8.60205193
0.32162710,0.74979487
3.77685984,3.63997087
0.31191470,0.11649622
4.49541684,4.31008380
2.55710983,2.99627603
-2.43540488,-2.83574594
3.38533946,2.18863019
-2.02206684,-3.30185465
-4.90621398,-5.62027231
-1.14096066,0.26820449
0.65091781,0.25880620
-0.91418643,-1.23492689
3.15411436,2.58142546
0.33730614,1.50389575
-3.40286005,-3.24791554
7.32664438,8.06777063
-1.39218710,-0.11909158
-3.71362512,-4.38910508
-3.91500151,-4.58500736
-4.40995285,-3.36809463
7.81737998,8.58575378
-4.97000197,-4.43108739
1.16152444,0.58734087
3.07661232,2.22679191
6.56610009,7.21472693
-2.58197792,-2.28732407
0.08479992,-0.08471037
2.37910593,3.12119519
0.46541262,-0.86292062
-3.90203536,-3.63952704
-1.62322716,-0.88082087
3.28438573,3.96020225
-5.18485804,-4.39487975
0.73784088,1.72542283
6.51181079,6.64536257
3.26832086,1.57469160
1.43980099,2.01144099
-0.57835321,-1.86865531
-6.38663909,-6.82544516
-8.32500290,-8.56468586
4.56657831,5.04877777
0.11594412,-0.03036250
1.68032582,0.05727438
2.59151223,2.05068459
2.78177987,2.11830929
-1.31472709,-2.70608936
0.98237556,-1.98890796
6.89857158,5.55819170
-2.51206465,-2.35514258
1.75940405,2.34961154
7.76256641,7.33301235
-5.49461993,-5.51539045
-3.16673916,-1.65560405
0.79452151,0.30072455
-0.82818914,-0.72399085
-6.01878672,-4.84054894
0.40134670,1.14188296
2.14534999,0.09537195
-0.48437301,-2.23110546
0.74917908,-0.21734168
-2.35494830,-2.53419467
-2.50184186,-3.22969486
2.62648981,2.53890614
1.22482725,0.67990659
4.75155370,5.44137609
6.57326200,8.21707453
-4.92150259,-3.81534435
5.86304087,6.27040122
-0.57610333,1.16036349
-4.89339449,-4.44087837
-2.80720399,-0.69468486
-2.82088147,-2.77071026
